yearOfBirth;householdIncome;workerId;hitCreationDate;gender;date;householdSize;maritalStatus
1990;$75,000-$99,999;2e0eb04d2540e5142f7412b86c2bcc7d;2016-11-07T23:36:13.000Z;female;2016-11-07T23:37:33.628Z;5+;single
1985;$60,000-$74,999;cc2a7b09103d0f1295b834d14bb8372c;2016-11-07T23:21:14.000Z;female;2016-11-07T23:22:30.663Z;3;cohabitating
1965;$15,000-$24,999;93c1229701bb57af103fc2f98c597633;2016-11-07T22:06:13.000Z;female;2016-11-07T23:16:04.656Z;1;single
1982;$15,000-$24,999;3f1f2457184a79d76cfcd1a4f1e4fc9d;2016-11-07T22:51:13.000Z;male;2016-11-07T22:52:12.725Z;4;married
1986;$15,000-$24,999;c2dc7ff589f99667abf49a82847435c2;2016-11-07T22:21:13.000Z;male;2016-11-07T22:30:59.115Z;2;single
1985;$15,000-$24,999;cd0f8a3ed853bbb8e05c7bdee8eda7af;2016-11-07T21:51:15.000Z;female;2016-11-07T22:00:03.721Z;2;married
1977;$40,000-$59,999;57a5bae050bd8a2987791818c637080b;2016-11-07T21:36:18.000Z;female;2016-11-07T21:54:18.296Z;2;married
1972;$60,000-$74,999;f7cfb7f82a364629af83f8967bef3fa4;2016-11-07T21:21:35.000Z;male;2016-11-07T21:25:28.410Z;2;married
1963;$60,000-$74,999;9fed468fbc464dbb3f657cd0b1093348;2016-11-07T21:06:45.000Z;male;2016-11-07T21:10:03.128Z;3;single
1987;$75,000-$99,999;75c3bbfd235abfb1a508c75a4d5c5def;2016-11-07T20:51:16.000Z;male;2016-11-07T20:59:07.495Z;3;married
1980;$40,000-$59,999;d68e1eda1dccb5c16640aab580525f50;2016-11-07T20:36:16.000Z;female;2016-11-07T20:49:34.242Z;3;married
1986;Less than $10,000;f9818b46f7b85c34d9715f3121b8d153;2016-11-07T19:06:16.000Z;male;2016-11-07T20:30:35.846Z;4;single
1987;$25,000-$39,999;8a193d42c6f78030bcc4805867695ef8;2016-11-07T20:21:18.000Z;male;2016-11-07T20:21:49.192Z;1;single
1992;$100,000 or more;2afaf87002dbe782a480c7bcdc947002;2016-11-07T20:06:17.000Z;female;2016-11-07T20:15:19.504Z;3;single
1989;$100,000 or more;5a6c491280bee1a44e3cb8851a56983a;2016-11-07T19:51:16.000Z;male;2016-11-07T19:59:55.407Z;2;married
1993;$40,000-$59,999;b6445a5007869677c8a485d49e75040e;2016-11-07T19:36:17.000Z;female;2016-11-07T19:37:05.895Z;4;cohabitating
1975;$25,000-$39,999;be978a938ef27a61663ac38c1d426617;2016-11-07T19:21:14.000Z;male;2016-11-07T19:21:57.868Z;1;single
1976;$100,000 or more;684ac2528fd3a5e1341bd42ff8cecf9b;2016-11-07T17:51:17.000Z;female;2016-11-07T18:58:15.376Z;4;married
1978;$25,000-$39,999;89d998c423518deeed107a7e20a7fea6;2016-11-07T18:51:16.000Z;female;2016-11-07T18:55:35.784Z;4;married
1989;$15,000-$24,999;caf8084e5700cc65a7bce8e640f14581;2016-11-07T18:36:17.000Z;male;2016-11-07T18:38:00.451Z;3;divorced
1983;$40,000-$59,999;aeb63066f796c9dea23636f9df34396c;2016-11-07T18:21:16.000Z;female;2016-11-07T18:25:36.956Z;5+;cohabitating
1990;$40,000-$59,999;ffc6f6f0e2323b275c115f04cc771e9c;2016-11-07T18:06:16.000Z;female;2016-11-07T18:12:20.704Z;2;cohabitating
1962;$25,000-$39,999;e180734a423610945d28f8f2e8270c6f;2016-11-07T17:36:18.000Z;female;2016-11-07T17:37:16.195Z;2;married
1968;$15,000-$24,999;75e33f6a6590cfee7522971c2af81179;2016-11-07T17:06:12.000Z;female;2016-11-07T17:28:21.342Z;2;married
1968;$15,000-$24,999;75e33f6a6590cfee7522971c2af81179;;female;2016-11-07T17:28:18.812Z;2;married
1987;$75,000-$99,999;f302e664ccf65dc54e560fd14080bc53;2016-11-07T17:21:11.000Z;male;2016-11-07T17:22:50.332Z;2;cohabitating
1974;$15,000-$24,999;9dae5652a856cb8dd1afcdaced5a436c;2016-11-07T16:51:12.000Z;female;2016-11-07T17:10:15.794Z;1;divorced
1978;$25,000-$39,999;dc73505099bca8ee5514c3eefdca4916;2016-11-07T16:36:13.000Z;male;2016-11-07T16:37:36.265Z;3;married
1990;$40,000-$59,999;835843d93cfa6dc7ef426db1faddec74;2016-11-07T16:21:13.000Z;male;2016-11-07T16:32:40.081Z;2;cohabitating
1980;$40,000-$59,999;67a6b2d607ec55af08829aeeeb33e3af;2016-11-07T15:21:11.000Z;female;2016-11-07T16:21:38.357Z;4;married
1991;$100,000 or more;2762adf49c8eb103e4cff1a3588ffc00;2016-11-07T16:06:14.000Z;male;2016-11-07T16:15:56.232Z;3;single
1986;$100,000 or more;2f7b3acbc268bbd380c893e36977bf68;2016-11-07T15:36:12.000Z;female;2016-11-07T15:57:58.976Z;4;married
1982;$40,000-$59,999;c055c03bfe1f9157466efc5201776236;2016-11-07T15:51:12.000Z;male;2016-11-07T15:54:18.497Z;2;engaged
1958;$25,000-$39,999;22de568d674f88c6e449b9596ad4bfa1;2016-11-07T15:06:12.000Z;female;2016-11-07T15:15:36.050Z;2;married
1977;$100,000 or more;fa49edfad179c7098cf573783526ae49;2016-11-07T14:51:16.000Z;male;2016-11-07T14:56:48.792Z;5+;cohabitating
1978;$100,000 or more;0cd1b5771b8eb8c4f649a873a6785194;2016-11-07T14:36:15.000Z;male;2016-11-07T14:53:12.724Z;4;married
1986;$60,000-$74,999;c92e524c046dc9d39810149c13e083ee;2016-11-07T14:21:15.000Z;female;2016-11-07T14:32:01.409Z;4;married
1963;$60,000-$74,999;a8eb4e3b31abfd9e8fbb7b90bd9b2dd0;2016-11-07T13:51:12.000Z;male;2016-11-07T14:24:00.008Z;2;cohabitating
1986;$40,000-$59,999;3ff0ce282be59925fa9c244e9067c16f;2016-11-07T14:06:14.000Z;female;2016-11-07T14:07:08.311Z;4;married
1991;$40,000-$59,999;25e62fbc710b9f326b5deec8cc8fc44e;2016-11-07T12:36:12.000Z;female;2016-11-07T14:06:30.652Z;2;engaged
1991;$40,000-$59,999;25e62fbc710b9f326b5deec8cc8fc44e;;female;2016-11-07T14:06:29.665Z;2;engaged
1981;$25,000-$39,999;e830bd97a2e9bf94d4da0b213a676fe1;2016-11-07T13:36:11.000Z;female;2016-11-07T13:37:20.757Z;3;married
1968;$25,000-$39,999;3f58dbfa49347864d1dca6bbbbe9f6a1;2016-11-07T13:21:12.000Z;male;2016-11-07T13:22:52.074Z;2;cohabitating
1979;$15,000-$24,999;08c7cffb2f41463a882056555f70a50d;2016-11-07T13:06:13.000Z;female;2016-11-07T13:16:09.549Z;4;single
1983;$100,000 or more;54b7f47a2e43cfb4174204aac7e7d7b5;2016-11-07T12:51:13.000Z;female;2016-11-07T12:53:12.056Z;5+;married
1982;$100,000 or more;31fd2134b0b8f63716ad24ab4f774fe1;2016-11-07T12:21:14.000Z;male;2016-11-07T12:28:20.449Z;4;married
1982;$100,000 or more;31fd2134b0b8f63716ad24ab4f774fe1;;male;2016-11-07T12:28:19.353Z;4;married
1971;$60,000-$74,999;eb1d324c07565e2e343d54f1e9f4dd99;2016-11-07T12:06:12.000Z;male;2016-11-07T12:18:17.507Z;2;divorced
1992;$25,000-$39,999;521c71fa49fc436fc7145ee4676cded8;2016-11-07T11:51:13.000Z;female;2016-11-07T12:00:47.014Z;2;married
1977;Less than $10,000;95bd950a54a6820826ffc2b7252e5c93;2016-11-07T11:36:12.000Z;male;2016-11-07T11:39:25.830Z;4;married
1981;$40,000-$59,999;1f3415497f560e12d47d5543635205a4;2016-11-07T10:51:13.000Z;male;2016-11-07T11:36:45.387Z;4;married
1981;$10,000-$14,999;0218771d140902ca54ac1aa4cea7a070;2016-11-07T11:21:13.000Z;male;2016-11-07T11:27:48.163Z;3;married
1980;$10,000-$14,999;5ff47b3a9770c66e145855471004d151;2016-11-07T11:06:14.000Z;female;2016-11-07T11:27:18.471Z;5+;married
1970;$25,000-$39,999;d027166034529d905a9c339394f81531;2016-11-07T09:51:13.000Z;male;2016-11-07T11:24:04.840Z;1;single
1979;$15,000-$24,999;2e78acab0009424beb3f9070fbf862e2;2016-11-07T10:36:13.000Z;female;2016-11-07T11:00:33.787Z;4;married
1979;$15,000-$24,999;2e78acab0009424beb3f9070fbf862e2;;female;2016-11-07T11:00:32.492Z;4;married
1960;$10,000-$14,999;b1f302c1ba0addf7829ba43a9d27b4cd;2016-11-07T10:21:12.000Z;male;2016-11-07T10:50:47.887Z;1;single
1971;$100,000 or more;dae89d511318b3a95aacd4470c43f99d;2016-11-07T09:06:14.000Z;male;2016-11-07T10:26:46.126Z;3;married
1982;$40,000-$59,999;5c68538d483c6a55da8066311b85b835;2016-11-07T07:51:15.000Z;male;2016-11-07T10:14:18.359Z;3;single
1979;Less than $10,000;43ef086606a2c7ade110fdfacd655db8;2016-11-07T10:06:12.000Z;male;2016-11-07T10:11:07.884Z;3;married
1981;$100,000 or more;17b0a77df21e27c505bbb462055735ae;2016-11-07T09:36:13.000Z;female;2016-11-07T10:11:06.541Z;4;married
1977;$75,000-$99,999;1eea49ef4ad993a73014bd8f43a8064f;2016-11-07T08:36:15.000Z;male;2016-11-07T09:39:29.592Z;4;married
1986;$15,000-$24,999;0a21bd77e5a922ea247267fc2fae07db;2016-11-07T09:21:13.000Z;male;2016-11-07T09:32:48.263Z;4;married
1989;$25,000-$39,999;cbd1271bc934eb27a55cf08178f9c5d8;2016-11-07T08:06:13.000Z;male;2016-11-07T09:31:01.815Z;4;single
1983;$10,000-$14,999;45926f4bb650aca47f0307903e2a9333;2016-11-07T08:21:14.000Z;male;2016-11-07T09:07:14.837Z;4;single
1961;Less than $10,000;ba2aac734af2a48842296572da61bcb4;2016-11-07T08:51:16.000Z;male;2016-11-07T08:52:51.704Z;1;single
1989;$15,000-$24,999;9e0812537a0fd52b460fea4345eea8e4;2016-11-07T07:36:12.000Z;female;2016-11-07T07:49:43.514Z;4;single
1987;$10,000-$14,999;de8c3f4fac799e04881605708a7628e6;2016-11-07T07:06:12.000Z;male;2016-11-07T07:34:23.598Z;3;married
1978;$60,000-$74,999;bbd78ae23a73dd5401eba94c5ca4ac3a;2016-11-07T06:21:13.000Z;female;2016-11-07T07:26:00.474Z;4;married
1994;$60,000-$74,999;e8578e39d7f44c65d2178bfc922f8575;2016-11-07T07:21:12.000Z;male;2016-11-07T07:23:58.186Z;3;single
1989;$75,000-$99,999;95f3b9f9ffbdb7fc32e5b642aaef49d6;2016-11-07T06:36:12.000Z;female;2016-11-07T06:53:46.335Z;2;married
1985;$40,000-$59,999;2ccb9fc36e63a4a994815148a9af19c7;2016-11-07T06:51:16.000Z;male;2016-11-07T06:53:10.232Z;3;married
1987;$10,000-$14,999;a42f230f415679d689142b79bd76772e;2016-11-07T06:06:13.000Z;female;2016-11-07T06:29:39.066Z;3;married
1973;$15,000-$24,999;fa923ef88efbe729d1a80656b88b3318;2016-11-07T05:51:13.000Z;male;2016-11-07T05:55:14.107Z;1;married
1975;$40,000-$59,999;1c750e1d80336d76a6ae7d51e1b0ca73;2016-11-07T05:36:13.000Z;male;2016-11-07T05:40:32.247Z;5+;married
1985;$40,000-$59,999;e6e534d8760a1be099f92c36c6d7ee00;2016-11-07T05:21:12.000Z;female;2016-11-07T05:34:16.219Z;1;single
1982;$25,000-$39,999;168ccd1b8f7ee2a632ec28469ad0f803;2016-11-07T05:06:14.000Z;female;2016-11-07T05:08:23.584Z;4;cohabitating
1990;Less than $10,000;66014cd86c8e9de429d6e89b397b0292;2016-11-07T04:51:13.000Z;male;2016-11-07T04:57:21.745Z;5+;single
1979;$10,000-$14,999;63fe1a4d131c29fe779e44e274cf1df2;2016-11-07T04:36:16.000Z;female;2016-11-07T04:46:20.378Z;5+;married
1985;$60,000-$74,999;b42c7cfb2a9711c6ba4aaefed0a10602;2016-11-07T04:21:11.000Z;female;2016-11-07T04:26:43.350Z;3;married
1988;$60,000-$74,999;a62ec7055f5017477e7a48ca8d564d84;2016-11-07T03:36:14.000Z;female;2016-11-07T04:16:55.643Z;3;divorced
1966;Less than $10,000;068080abc786c8254480b1984154b9f9;2016-11-07T04:06:12.000Z;male;2016-11-07T04:10:22.363Z;3;married
1989;$15,000-$24,999;44c8833af509eaab8d6bf2857e8c538a;2016-11-07T03:51:12.000Z;male;2016-11-07T03:56:45.128Z;5+;married
1961;$75,000-$99,999;7870ca01cd6da248909a87fdea2303aa;2016-11-07T03:21:11.000Z;female;2016-11-07T03:53:17.588Z;2;single
1980;$40,000-$59,999;bd50adb55179c3a0505dd94e36e3a7bc;2016-11-07T03:06:24.000Z;female;2016-11-07T03:08:39.179Z;5+;married
1981;$40,000-$59,999;3988051bcc4b1dd7712233932bcfdc45;2016-11-07T02:51:11.000Z;female;2016-11-07T02:51:36.029Z;1;single
1993;$75,000-$99,999;b84a5967e2f5e87fd104ba6918908f23;2016-11-07T02:36:12.000Z;female;2016-11-07T02:41:53.158Z;2;cohabitating
1985;$60,000-$74,999;123c301daf692910d20a2ac71467b380;2016-11-07T02:21:14.000Z;female;2016-11-07T02:23:18.032Z;2;married
1988;$100,000 or more;dc14264a9cb5cf716b9b9236fe7d2916;2016-11-07T02:06:12.000Z;female;2016-11-07T02:07:07.300Z;4;married
1979;$75,000-$99,999;f91890142dce7abe605c6c8a17b9eec4;2016-11-07T01:51:10.000Z;female;2016-11-07T02:01:22.782Z;1;divorced
1974;$40,000-$59,999;1c2d860b8a4414bdda94b4b32afe477e;2016-11-07T01:36:11.000Z;female;2016-11-07T01:37:25.387Z;3;married
1988;$25,000-$39,999;57e911c3b1c321cba7dd0f4a987e1f1b;2016-11-07T01:21:12.000Z;male;2016-11-07T01:27:56.091Z;3;cohabitating
1992;$25,000-$39,999;564daad44fe5379a8bf0eb2d21291bfe;2016-11-07T01:06:13.000Z;male;2016-11-07T01:07:58.644Z;2;married
1987;$75,000-$99,999;f4a9cd31261a5c394f21db13f55379f8;2016-11-07T00:51:11.000Z;female;2016-11-07T01:05:37.120Z;2;cohabitating
1985;$60,000-$74,999;9e462e93b62d39db9496cf02b37dc3ec;2016-11-07T00:36:12.000Z;male;2016-11-07T00:43:05.571Z;3;single
1966;$75,000-$99,999;9433fd7a4cbf18f9fda766df2b929a39;2016-11-07T00:21:11.000Z;female;2016-11-07T00:26:12.748Z;2;married
1979;$60,000-$74,999;43f374df463674f7837268175a76a8fb;2016-11-06T23:06:13.000Z;male;2016-11-07T00:24:27.865Z;1;single
1989;$15,000-$24,999;4af3a54a1cbc69432a85ec3a6fba622f;2016-11-07T00:06:12.000Z;male;2016-11-07T00:09:59.242Z;4;single
1990;$25,000-$39,999;dac8481c8b1d3e87db5d99960f592ea7;2016-11-06T23:51:12.000Z;male;2016-11-06T23:53:13.834Z;3;single
1997;Less than $10,000;c7ac3f7c623c3d187397aaaea147b3c5;2016-11-06T23:36:11.000Z;male;2016-11-06T23:46:31.138Z;1;single
1995;$40,000-$59,999;85f393b497c3a762aa937f8f5af1a82b;2016-11-06T23:21:12.000Z;male;2016-11-06T23:24:36.011Z;5+;single
1987;$75,000-$99,999;4a86a70b17d7cf62f9b182a59fa8f074;2016-11-06T22:51:12.000Z;female;2016-11-06T23:09:53.889Z;3;single
1987;$10,000-$14,999;6613dc4dace55e272ae1d565a62c1c2e;2016-11-06T22:36:13.000Z;female;2016-11-06T22:59:45.119Z;2;single
1992;$60,000-$74,999;068deaf2755004c88b0a2091b423bc5b;2016-11-06T22:21:11.000Z;female;2016-11-06T22:32:38.061Z;5+;single
1983;$25,000-$39,999;ebe1d6722064d26d7e23c81bf3771bb9;2016-11-06T22:06:12.000Z;male;2016-11-06T22:19:16.667Z;2;married
1965;$25,000-$39,999;4c1f31d5ce5bfeed2e8dd05a030e8b56;2016-11-06T21:51:12.000Z;female;2016-11-06T21:52:27.683Z;5+;married
1986;$10,000-$14,999;d54dbd585ae2d1c8ac655016ad73fcb7;2016-11-06T21:36:13.000Z;male;2016-11-06T21:40:42.608Z;1;divorced
1989;$75,000-$99,999;b9da16a9b37de166f9060bb3188e5f71;2016-11-06T21:21:13.000Z;female;2016-11-06T21:24:23.320Z;3;single
1990;$40,000-$59,999;0bf8cbc2679460f4d4df60462fbf129e;2016-11-06T21:06:12.000Z;male;2016-11-06T21:11:46.337Z;4;single
1955;Less than $10,000;dd5217698ef7c3923e16f669e851892c;2016-11-06T20:51:14.000Z;male;2016-11-06T20:57:58.487Z;2;married
1982;$25,000-$39,999;1c968748ced50eb2130a49d5f7923b84;2016-11-06T20:36:13.000Z;female;2016-11-06T20:51:48.483Z;3;married
1972;$10,000-$14,999;4239bddd534867144e5f3369e08a642b;2016-11-06T20:21:14.000Z;female;2016-11-06T20:28:18.306Z;1;single
1987;$25,000-$39,999;d669bc4acb97621338cfeef2934944bb;2016-11-06T20:06:12.000Z;female;2016-11-06T20:06:57.993Z;2;single
1988;$100,000 or more;39c4e76f2d53064b442d86bef7be3bc9;2016-11-06T19:36:12.000Z;male;2016-11-06T19:51:55.385Z;2;married
1989;$25,000-$39,999;926dd2e8392b2c35a351cc0d02b6dc59;2016-11-06T19:51:13.000Z;male;2016-11-06T19:51:49.706Z;1;single
1994;$40,000-$59,999;a6f3965f4d9d63e345fe69cc1f0f3376;2016-11-06T19:21:12.000Z;male;2016-11-06T19:24:35.096Z;4;cohabitating
1992;$60,000-$74,999;38f69dcf9732678ed63b4045c838d807;2016-11-06T19:06:15.000Z;female;2016-11-06T19:08:08.759Z;3;single
1991;$75,000-$99,999;458898ee56c66f031959c283f7250d83;2016-11-06T18:51:15.000Z;male;2016-11-06T18:59:40.204Z;2;married
1996;$25,000-$39,999;d1ba22d0666bff1e9999a25aa4b90274;2016-11-06T18:36:15.000Z;male;2016-11-06T18:38:47.827Z;4;single
1983;$75,000-$99,999;0f07e1482145ee0de4650fdbdf4c03e7;2016-11-06T18:21:15.000Z;male;2016-11-06T18:24:31.815Z;2;married
1956;$60,000-$74,999;51fc7c964e263cdc38b32f6d4c76dbcb;2016-11-06T16:06:23.000Z;female;2016-11-06T18:20:40.770Z;5+;married
1986;Less than $10,000;7a63b6b8dc1351be5d49ea7a555113f3;2016-11-06T17:51:14.000Z;female;2016-11-06T18:10:20.435Z;1;single
1987;$25,000-$39,999;fedb814ca0d6712790f8067e4c410f91;2016-11-06T18:06:16.000Z;male;2016-11-06T18:07:10.587Z;3;single
1983;$25,000-$39,999;693f5e10d99ffc240dd428749882722e;2016-11-06T17:36:22.000Z;male;2016-11-06T17:49:18.292Z;2;divorced
1976;$40,000-$59,999;a83c224bcedd04e24f2236c56fa92403;;male;2016-11-06T17:32:55.003Z;5+;single
1995;$60,000-$74,999;24aa5707b24d1a9bedd4ed48c0fdbe65;2016-11-06T17:06:26.000Z;female;2016-11-06T17:09:57.365Z;5+;single
1995;Less than $10,000;bf9eed0997958ca4731148329aabd5c7;2016-11-06T15:51:23.000Z;female;2016-11-06T16:59:48.656Z;1;single
1980;$25,000-$39,999;5bdb4a008631fcda174f5867e093ba99;2016-11-06T16:51:25.000Z;female;2016-11-06T16:57:19.690Z;3;single
1991;$75,000-$99,999;b7011e9e1a5d860244d612d76f09b6f7;2016-11-06T16:36:23.000Z;female;2016-11-06T16:41:00.799Z;3;engaged
1982;$40,000-$59,999;3e9e7c305261e04eff1c1ebcab58e7f2;2016-11-06T16:21:27.000Z;male;2016-11-06T16:22:23.407Z;4;married
1990;Less than $10,000;9948cb26fc35cef72beeee309e7b2bc4;2016-11-06T15:36:26.000Z;male;2016-11-06T15:38:35.212Z;5+;single
1985;$40,000-$59,999;785190bdef743ae6d73a8a72d67a97d3;2016-11-06T15:21:21.000Z;male;2016-11-06T15:29:36.297Z;5+;married
1958;$100,000 or more;15b5ef242d34968be06f61455855d9cb;2016-11-06T15:06:25.000Z;female;2016-11-06T15:13:16.230Z;2;married
1987;$100,000 or more;7837a0c0c73af1024d3f4b44d7817cdc;2016-11-06T14:51:12.000Z;male;2016-11-06T15:00:21.769Z;4;single
1968;$100,000 or more;a72a691f3f031bf3c8c6814732f7ca0d;2016-11-06T14:36:14.000Z;female;2016-11-06T14:36:49.565Z;2;married
1956;$75,000-$99,999;77faf20b0224a27e8d372fb0505bbad6;2016-11-06T14:21:15.000Z;male;2016-11-06T14:31:57.583Z;1;single
1996;$10,000-$14,999;bc20abbd78ccda57b1e93d07575ee196;2016-11-06T14:06:16.000Z;male;2016-11-06T14:17:30.674Z;1;single
1990;Less than $10,000;2c51ed8253f5241e380e65323fcb79be;2016-11-06T13:51:15.000Z;male;2016-11-06T14:01:06.268Z;4;married
1987;$100,000 or more;fabf39c5d514999d364d074be3e2f122;2016-11-06T13:06:15.000Z;male;2016-11-06T13:50:01.147Z;1;single
1982;$60,000-$74,999;0d3974c2723ff8c1320a5a7d5b7b1e83;2016-11-06T13:36:16.000Z;male;2016-11-06T13:46:42.554Z;2;married
1979;$40,000-$59,999;3096b3eb795639250b3d08ca659d672e;2016-11-06T13:21:17.000Z;male;2016-11-06T13:31:24.914Z;2;cohabitating
1996;$10,000-$14,999;542fb79f0f1c974f8e81c99480056dcb;2016-11-06T12:51:19.000Z;male;2016-11-06T13:03:57.846Z;1;single
1996;$10,000-$14,999;542fb79f0f1c974f8e81c99480056dcb;;male;2016-11-06T13:03:51.656Z;4;single
1953;$25,000-$39,999;c611d3dbe42440d5235b403b0992df41;2016-11-06T12:36:18.000Z;female;2016-11-06T12:37:54.148Z;2;married
1983;$75,000-$99,999;14da83cbfadc621319258eaf49d6b0c7;2016-11-06T12:21:19.000Z;female;2016-11-06T12:23:59.791Z;4;married
1971;$75,000-$99,999;9297c272ef030bd44f0982c98b5a74f1;2016-11-06T09:06:13.000Z;female;2016-11-06T12:20:29.467Z;5+;married
1965;$25,000-$39,999;e604785925d752fb4b7b54b0c4bda2f2;2016-11-06T12:06:17.000Z;male;2016-11-06T12:14:44.452Z;2;married
1991;$75,000-$99,999;2aea346be09d0643662b31cee8fb6c31;2016-11-06T11:51:18.000Z;female;2016-11-06T11:54:22.615Z;2;married
1987;$75,000-$99,999;91e5aa852cf923f9712ee960858adb55;2016-11-06T10:51:13.000Z;male;2016-11-06T11:49:15.836Z;1;single
1980;Less than $10,000;e491c49d5a7923d8f51cf1afab97af67;2016-11-06T09:21:12.000Z;male;2016-11-06T11:42:51.700Z;3;married
1986;$100,000 or more;0ff2073da324b66744b0df4596dfd684;2016-11-06T11:36:16.000Z;female;2016-11-06T11:40:44.589Z;5+;married
1971;$60,000-$74,999;d28e2eea158f9d05fee430b2391e191d;2016-11-06T11:06:17.000Z;female;2016-11-06T11:30:56.450Z;2;married
1963;$40,000-$59,999;cbbdf133d6af0e5d8373d3be5294bab7;2016-11-06T11:21:17.000Z;female;2016-11-06T11:24:05.576Z;4;married
1982;$60,000-$74,999;33ceb37985058674ac62ef5af73fd091;;female;2016-11-06T11:20:31.960Z;3;married
1993;$15,000-$24,999;cba23c89d614d58aaf2a250499ae61ae;2016-11-06T10:21:13.000Z;male;2016-11-06T11:15:15.885Z;1;single
1979;$75,000-$99,999;f9f591792b4c73873d0ca13c8a7abd8a;2016-11-06T10:36:13.000Z;male;2016-11-06T11:13:39.579Z;1;single
1977;$25,000-$39,999;96080429134caeda6e26e4e721552923;2016-11-06T09:36:13.000Z;female;2016-11-06T11:11:05.151Z;4;married
1992;Less than $10,000;184ddeb430ee422d9d3a866f99b133d4;2016-11-06T09:21:12.000Z;female;2016-11-06T10:57:28.962Z;2;cohabitating
1987;$15,000-$24,999;2434c1bc8225cbe0b2818b980d4922dc;2016-11-06T09:51:15.000Z;male;2016-11-06T10:47:20.276Z;2;cohabitating
1989;$25,000-$39,999;0aa19ae80ef55b4bc2ba38c33ddef9d9;2016-11-06T09:36:14.000Z;female;2016-11-06T10:31:30.008Z;1;single
1986;$100,000 or more;0a543d8e05eeaea5f623e9e2a987235d;2016-11-06T07:51:14.000Z;male;2016-11-06T10:15:17.865Z;3;single
1996;$15,000-$24,999;29416bdb152e994d7fdc3363db4d60f5;2016-11-06T10:06:36.000Z;female;2016-11-06T10:14:33.676Z;4;single
1965;$15,000-$24,999;cf05afb3b88cc4f06a523dc8e18b2c31;2016-11-06T09:06:13.000Z;female;2016-11-06T09:27:16.236Z;4;married
1978;$15,000-$24,999;717ae3572ad7178b2b99d2dfa5edbef2;;female;2016-11-06T09:15:29.879Z;5+;married
1991;$10,000-$14,999;15dfe5424f7d4fbd4e8cb487371a2813;2016-11-06T09:51:13.000Z;female;2016-11-06T08:58:11.740Z;5+;single
1991;$40,000-$59,999;11d6ff58c760971f9cdd6c71e85d7181;2016-11-06T07:21:15.000Z;female;2016-11-06T08:44:35.252Z;3;single
1989;$15,000-$24,999;7c019436b30287fdbbbed81710cad88a;2016-11-06T09:06:13.000Z;male;2016-11-06T08:30:43.497Z;5+;married
1962;Less than $10,000;13ac69d018c62a12160897c6b664e68a;2016-11-06T07:36:09.000Z;female;2016-11-06T07:47:21.719Z;4;single
1995;$15,000-$24,999;8526762627b5c1a1207aeaac1a2f5fdb;2016-11-06T07:06:13.000Z;male;2016-11-06T07:08:50.436Z;1;single
1985;Less than $10,000;0a572acbee2699cdd5c99fcfaaac4d63;2016-11-06T06:51:13.000Z;female;2016-11-06T07:05:42.252Z;4;married
1978;$75,000-$99,999;c835154930f14e93809c41cb4902bc2e;2016-11-06T06:36:14.000Z;female;2016-11-06T06:44:01.857Z;3;married
1961;$100,000 or more;ad2dfe2f4d10ac9ec558f851906bbf98;2016-11-06T06:06:13.000Z;male;2016-11-06T06:28:11.975Z;3;married
1971;$75,000-$99,999;7d41bbafbd4fd48efd2cae5c01f7d2ee;2016-11-06T06:21:14.000Z;male;2016-11-06T06:24:25.362Z;4;married
1982;$40,000-$59,999;aebf7dd40cd25bd4ae0d0adf05c9e4fa;2016-11-06T05:51:12.000Z;female;2016-11-06T06:00:56.622Z;1;single
1990;$100,000 or more;ebea3d1d1d91293c1d04f009893492c1;2016-11-06T05:36:13.000Z;female;2016-11-06T05:37:56.770Z;2;married
1982;$15,000-$24,999;869e22ecb7c05502075bbed94f221010;2016-11-06T05:21:13.000Z;male;2016-11-06T05:28:21.706Z;2;single
1987;$75,000-$99,999;25199b50197c7d060043cb62a167dfa8;2016-11-06T05:06:14.000Z;male;2016-11-06T05:08:48.033Z;4;married
1971;$75,000-$99,999;af08996d6d5bd35c4fe6364c6a6872b9;2016-11-06T04:51:14.000Z;female;2016-11-06T04:54:49.409Z;5+;single
1981;$75,000-$99,999;707905f008b3f8494f01083ad4cc9456;2016-11-06T04:36:13.000Z;male;2016-11-06T04:40:00.409Z;4;married
1992;$40,000-$59,999;78238ac8a1946b13b56a6e309a391d8d;2016-11-06T04:21:13.000Z;female;2016-11-06T04:37:30.263Z;1;single
1981;$25,000-$39,999;57428900f7d96d00134c58e0a75bf448;2016-11-06T04:06:12.000Z;female;2016-11-06T04:10:51.229Z;4;married
1960;$40,000-$59,999;6bb96fae4918e82785607102e6ae1a41;2016-11-06T03:51:13.000Z;female;2016-11-06T03:58:21.042Z;2;married
1982;Less than $10,000;049410accc2f7f5749286040e77cd890;2016-11-06T03:36:14.000Z;male;2016-11-06T03:37:51.036Z;4;cohabitating
1974;$40,000-$59,999;114a47d014cb5546f0f45cfd1a4c77d2;2016-11-06T03:21:12.000Z;female;2016-11-06T03:25:13.380Z;4;married
1986;$60,000-$74,999;7cf977a1543b5108fa569fad648836ff;2016-11-06T03:06:07.000Z;female;2016-11-06T03:08:53.054Z;3;married
1974;$10,000-$14,999;1bdef12c61ae8630191777f734a65b31;2016-11-06T02:51:13.000Z;female;2016-11-06T02:59:42.210Z;1;single
